accession	genbank_accession_rev	strain	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	authors	institution	clade	outbreak	lineage	coverage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	num_date
OR499998	OR499998.1	MPXV/Human/USA/CA-LACPHL-MA00542/2023	2023-06-22	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9539726888732258	7369	581	2	mediocre	good	good	good	good		False	2023.472602739726
OR500002	OR500002.1	MPXV/Human/USA/CA-LACPHL-MA00546/2023	2023-06-12	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9512141940783636	6170	583	0	good	good	good	good	good		False	2023.445205479452
OR500006	OR500006.1	MPXV/Human/USA/CA-LACPHL-MA00530/2023	2023-03-24	North America	USA			Homo sapiens	2023-09-05		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9869225035368568	1028	604	3	good	good	good	good	good		False	2023.2260273972602
OR500081	OR500081.1	hMpxV/Romania/B-35_L1/2023	2023-01-05	Europe	Romania			Homo sapiens	2023-09-05		Hohan et al.	Hohan,R.,Vlaicu,O.,Banica,L.,Surleac,M.,Paraschiv,S.,Otelea,D.	National Institute for Infectious Diseases 'Matei Bals', Molecular Diagnostics Laboratory	IIb	hMPXV-1	B.1.1	0.9357889345820932	6	563	0	good	good	good	good	good		False	2023.0123287671233
OR500083	OR500083.1	hMpxV/Romania/B-35_L3/2023	2023-02-15	Europe	Romania			Homo sapiens	2023-09-05		Hohan et al.	Hohan,R.,Vlaicu,O.,Banica,L.,Surleac,M.,Paraschiv,S.,Otelea,D.	National Institute for Infectious Diseases 'Matei Bals', Molecular Diagnostics Laboratory	IIb	hMPXV-1	B.1.1	0.935834571444508	1	563	0	good	good	good	good	good		False	2023.1246575342466
OR500086	OR500086.1	hMpxV/Romania/B-35_R3/2023	2023-02-15	Europe	Romania			Homo sapiens	2023-09-05		Hohan et al.	Hohan,R.,Vlaicu,O.,Banica,L.,Surleac,M.,Paraschiv,S.,Otelea,D.	National Institute for Infectious Diseases 'Matei Bals', Molecular Diagnostics Laboratory	IIb	hMPXV-1	B.1.1	0.9355556795075276	56	570	0	good	good	good	good	good	OPG197:38-101	False	2023.1246575342466
OR502627	OR502627.1	hMpxV/USA/IL-RIPHL-050-0094/2023	2023-07-26	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.9644640964661856	6167	599	0	good	good	good	good	good		False	2023.5657534246575
OR502628	OR502628.1	hMpxV/USA/IL-RIPHL-052-0092/2023	2023-07-23	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-06		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.9699912275808912	4368	602	2	good	good	good	good	good		False	2023.5575342465754
OR574859	OR574859.1	hMpxV/USA/IL-RIPHL-050-0033/2023	2023-05-08	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8241510275900187	882	462	0	good	good	good	good	good		False	2023.349315068493
OR574861	OR574861.1	hMpxV/USA/IL-RIPHL-050-0052/2023	2023-05-13	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.9096795785182218	472	536	0	good	good	good	good	good		False	2023.36301369863
OR574862	OR574862.1	hMpxV/USA/IL-RIPHL-050-0053/2023	2023-05-15	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.826407516898316	433	463	0	good	good	good	good	good		False	2023.368493150685
OR574863	OR574863.1	hMpxV/USA/IL-RIPHL-050-0054/2023	2023-05-16	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8689867095315122	529	492	0	good	good	good	good	good		False	2023.3712328767124
OR574865	OR574865.1	hMpxV/USA/IL-RIPHL-050-0065/2023	2023-06-01	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.8559396376433124	2808	494	0	good	good	good	good	good		False	2023.4150684931508
OR574871	OR574871.1	hMpxV/USA/IL-RIPHL-050-0096/2023	2023-08-10	North America	USA	Illinois	Cook County IL	Homo sapiens	2023-09-26		Green et al.	Green,S.,Kunstman,K.,Barbian,H.,Araujo Perez,F.,Kittner,A.,Bobrovska,S.	Rush University Medical Center, Regional Innovative Public Health Laboratory (RIPHL)	IIb	hMPXV-1	B.1.20	0.860315705672662	1940	494	0	good	good	good	good	good		False	2023.6068493150685
OR601602	OR601602.1	Z22IRL00794	2022-12-02	Europe	Ireland			Homo sapiens	2024-05-06		Gonzalez et al.	Gonzalez,G.,Carr,M.,Kelleher,T.M.,O'Byrne,E.,Banka,W.,Keogan,B.,Bennett,C.,Franzoni,G.,Keane,P.,Kenna,C.,Meredith,L.W.,Fletcher,N.,Urtasun-Elizari,J.M.,Dean,J.,Browne,C.,Lyons,F.,Crowley,B.,Igoe,D.,Robinson,E.,Martin,G.,Connell,J.,De Gascun,C.F.,Hare,D.	University College Dublin, National Virus Reference Laboratory	IIb	hMPXV-1	B.1	0.9901373669558692	1874	608	0	good	good	good	good	good		False	2022.9191780821918
OR601604	OR601604.1	Z22IRL00908	2023-08-18	Europe	Ireland			Homo sapiens	2024-05-06		Gonzalez et al.	Gonzalez,G.,Carr,M.,Kelleher,T.M.,O'Byrne,E.,Banka,W.,Keogan,B.,Bennett,C.,Franzoni,G.,Keane,P.,Kenna,C.,Meredith,L.W.,Fletcher,N.,Urtasun-Elizari,J.M.,Dean,J.,Browne,C.,Lyons,F.,Crowley,B.,Igoe,D.,Robinson,E.,Martin,G.,Connell,J.,De Gascun,C.F.,Hare,D.	University College Dublin, National Virus Reference Laboratory	IIb	hMPXV-1	C.1	0.9969321886932138	533	619	0	good	good	good	good	good		False	2023.6287671232876
OR601605	OR601605.1	Z22IRL00909	2023-08-31	Europe	Ireland			Homo sapiens	2024-05-06		Gonzalez et al.	Gonzalez,G.,Carr,M.,Kelleher,T.M.,O'Byrne,E.,Banka,W.,Keogan,B.,Bennett,C.,Franzoni,G.,Keane,P.,Kenna,C.,Meredith,L.W.,Fletcher,N.,Urtasun-Elizari,J.M.,Dean,J.,Browne,C.,Lyons,F.,Crowley,B.,Igoe,D.,Robinson,E.,Martin,G.,Connell,J.,De Gascun,C.F.,Hare,D.	University College Dublin, National Virus Reference Laboratory	IIb	hMPXV-1	C.1	0.9948785298845388	939	612	2	good	good	good	good	good		False	2023.664383561644
OR643700	OR643700.1	MPV/Human/USA/CA-LACPHL-MA00558/2023	2023-08-24	North America	USA			Homo sapiens	2023-10-11		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.9853404256398036	10	603	1	good	good	good	good	good		False	2023.645205479452
OR643701	OR643701.1	MPV/Human/USA/CA-LACPHL-MA00559/2023	2023-08-07	North America	USA			Homo sapiens	2023-10-11		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1	0.986075686200934	133	602	1	good	good	good	good	good		False	2023.5986301369862
OR643709	OR643709.1	MPV/Human/USA/CA-LACPHL-MA00554/2023	2023-07-30	North America	USA			Homo sapiens	2023-10-11		Garrigues et al.	Garrigues,J.M.,Green,N.M.	Los Angeles County Public Health Laboratories	IIb	hMPXV-1	B.1.20	0.9848485616782195	600	606	0	good	good	good	good	good		False	2023.5767123287671
OR665164	OR665164.1	MpxV/human/USA/WA-UW-098659/2023	2023-09-XX	North America	USA	Washington		Homo sapiens	2023-10-18	SRR26344737	Sereewit et al.	Sereewit,J.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	UW Virology, Laboratory Medicine	IIb	hMPXV-1	B.1.20	0.9374876400164291	12328	562	0	mediocre	good	good	good	good		False	[2023.6671232876713:2023.7465753424658]
OR743493	OR743493.1	MPXV/Germany/2023/ON/RKI1024	2023-08-XX	Europe	Germany			Homo sapiens	2023-11-05		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	C.1	0.9655340273516928	291	597	0	good	good	good	good	good		False	[2023.5821917808219:2023.664383561644]
OR766787	OR766787.1	MpxV/human/USA/WA-UW-106488/2023	2023-10-XX	North America	USA	Washington		Homo sapiens	2023-11-13	SRR26661243	Sereewit et al.	Sereewit,J.,Nunley,E.B.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	University of Washington Dept. Laboratory Medicine and Pathology, Virology Division	IIb	hMPXV-1	B.1.20	0.9999898584750188	0	625	2	good	good	good	good	good		False	[2023.7493150684932:2023.831506849315]
OR777677	OR777677.1	MPXV/Germany/2023/ON/RKI1039	2023-10-XX	Europe	Germany			Homo sapiens	2023-11-13		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	C.1	0.9656912209889	265	592	0	good	good	good	good	good		False	[2023.7493150684932:2023.831506849315]
OR777678	OR777678.1	MPXV/Germany/2023/ON/RKI1040	2023-10-XX	Europe	Germany			Homo sapiens	2023-11-13		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9655745934516172	288	583	0	good	good	good	good	good		False	[2023.7493150684932:2023.831506849315]
OR804466	OR804466.1	MPV/PT0691/2023	2023-07-15	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9693168161696474	5131	606	0	good	good	good	good	good		False	2023.535616438356
OR804472	OR804472.1	MPV/PT0702/2023	2023-08-08	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9666090289996908	5757	603	0	good	good	good	good	good		False	2023.6013698630136
OR804478	OR804478.1	MPV/PT0708/2023	2023-08-10	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9543327130100552	8216	608	0	mediocre	good	good	good	good		False	2023.6068493150685
OR804480	OR804480.1	MPV/PT0710/2023	2023-08-17	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9682874513840646	4660	607	0	good	good	good	good	good		False	2023.6260273972603
OR804486	OR804486.1	MPV/PT0718/2023	2023-09-01	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9157188566444736	15789	589	0	mediocre	good	good	good	good		False	2023.6671232876713
OR804487	OR804487.1	MPV/PT0719/2023	2023-09-05	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9564167963936736	7033	600	0	mediocre	good	good	good	good		False	2023.6780821917807
OR804495	OR804495.1	MPV/PT0727/2023	2023-09-12	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9764108128939348	3684	610	0	good	good	good	good	good		False	2023.6972602739727
OR804500	OR804500.1	MPV/PT0733/2023	2023-09-19	Europe	Portugal			Homo sapiens	2023-11-20		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.J.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9590180975513288	7284	593	0	mediocre	good	good	good	good		False	2023.7164383561644
OR855745	OR855745.1	MPXV-ROK-P53/02-2023	2023-06-01	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937652	Chung et al.	Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1.0	0	614	0	good	good	good	good	good		False	2023.4150684931508
OR855748	OR855748.1	MPXV-ROK-P53/05-2023	2023-06-23	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937635	Chung et al.	Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1.0	0	617	0	good	good	good	good	good		False	2023.4753424657533
OR855751	OR855751.1	MPXV-ROK-P53/08-2023	2023-07-05	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937632	Chung et al.	Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1.0	0	617	0	good	good	good	good	good		False	2023.5082191780823
OR855756	OR855756.1	MPXV-ROK-P53/13-2023	2023-07-05	Asia	South Korea			Homo sapiens	2023-12-04	SRR26937649	Chung et al.	Chung,Y.-S.,Yi,H.,Choi,M.-M.,Kim,J.-W.,Lee,M.,Lee,S.E.,Sim,G.,Lee,J.H.,Shin,H.,Choi,C.-H.	Korea Disease Control and Prevention Agency, Division of High-risk Pathogens	IIb	hMPXV-1	C.1	1.0	0	618	0	good	good	good	good	good		False	2023.5082191780823
OR865763	OR865763.1	MPXV/PT0611/2022	2022-12-29	Europe	Portugal			Homo sapiens	2023-12-04		Sobral et al.	Sobral,D.,Ferreira,R.,Coelho,L.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	B.1	0.909243492944034	16910	565	0	mediocre	good	good	good	good		False	2022.9931506849316
OR876394	OR876394.1	MpxV/human/USA/WA-UW-112470/2023	2023-11-XX	North America	USA	Washington		Homo sapiens	2023-12-10	SRR26962061	Sereewit et al.	Sereewit,J.,Nunley,E.B.,Xie,H.,Roychoudhury,P.,Greninger,A.L.	University of Washington Dept. Laboratory Medicine and Pathology, Virology Division	IIb	hMPXV-1	B.1.20	1.0	0	624	0	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
OX261748	OX261748.1	RNA	2022-07-13	Europe	Slovakia			Homo sapiens	2022-08-07	ERR10019298	?		Science Park of Comenius University of Bratislava, Ilkovicova 8, 841 04 Bratislava	IIb	hMPXV-1	B.1	0.9999949292375094	0	605	1	good	good	good	good	good		False	2022.5301369863014
PP024988	PP024988.1	MPXV/PT0736/2023	2023-09-19	Europe	Portugal			Homo sapiens	2023-12-27		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9615179834591728	6647	603	0	good	good	good	good	good		False	2023.7164383561644
PP024992	PP024992.1	MPXV/PT0740/2023	2023-09-22	Europe	Portugal			Homo sapiens	2023-12-27		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9756755523328042	3925	610	0	good	good	good	good	good		False	2023.7246575342465
PP024993	PP024993.1	MPXV/PT0741/2023	2023-09-25	Europe	Portugal			Homo sapiens	2023-12-27		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9413718440841948	10826	596	0	mediocre	good	good	good	good		False	2023.7328767123288
PP024997	PP024997.1	MPXV/PT0747/2023	2023-09-26	Europe	Portugal			Homo sapiens	2023-12-27		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9449163070650932	10115	598	0	mediocre	good	good	good	good		False	2023.7356164383561
PP024999	PP024999.1	MPXV/PT0750/2023	2023-10-02	Europe	Portugal			Homo sapiens	2023-12-27		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9697630432688163	5095	602	0	good	good	good	good	good		False	2023.7520547945205
PP025006	PP025006.1	MPXV/PT0758/2023	2023-10-10	Europe	Portugal			Homo sapiens	2023-12-27		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9782565704404972	2876	611	0	good	good	good	good	good		False	2023.7739726027398
PP025010	PP025010.1	MPXV/PT0767/2023	2023-10-13	Europe	Portugal			Homo sapiens	2023-12-27		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.9736979549614876	4299	609	0	good	good	good	good	good		False	2023.782191780822
PP025037	PP025037.1	MPXV/PT0803/2023	2023-11-28	Europe	Portugal			Homo sapiens	2023-12-27		Isidro et al.	Isidro,J.,Borges,V.,Pinto,M.,Sobral,D.,Santos,J.,Nunes,A.,Mixao,V.,Ferreira,R.,Santos,D.,Duarte,S.,Vieira,L.,Borrego,M.,Nuncio,S.,Lopes de Carvalho,I.,Pelerito,A.,Cordeiro,R.,Gomes,J.P.	National Institute of Health Doutor Ricardo Jorge, Portugal (INSA), Department of Infectious Diseases	IIb	hMPXV-1	C.1	0.940824201735215	10820	602	0	mediocre	good	good	good	good		False	2023.9082191780822
PP093703	PP093703.1	MPXV/Germany/2023/ON/RKI1050	2023-11-XX	Europe	Germany			Homo sapiens	2024-01-15		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9606001754483822	1259	584	0	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
PP093706	PP093706.1	MPXV/Germany/2023/ON/RKI1053	2023-11-XX	Europe	Germany			Homo sapiens	2024-01-15		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9606103169733632	1257	583	0	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
PP093707	PP093707.1	MPXV/Germany/2023/ON/RKI1054	2023-11-XX	Europe	Germany			Homo sapiens	2024-01-15		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.20	0.9589826022138948	1577	586	0	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
PP093708	PP093708.1	MPXV/Germany/2023/ON/RKI1055	2023-11-XX	Europe	Germany			Homo sapiens	2024-01-15		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9509048775664396	3171	573	0	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
PP093718	PP093718.1	MPXV/Germany/2023/ON/RKI1065	2023-11-XX	Europe	Germany			Homo sapiens	2024-01-15		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	C.1	0.9667560811119168	55	597	0	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
PP093720	PP093720.1	MPXV/Germany/2023/ON/RKI1067	2023-11-XX	Europe	Germany			Homo sapiens	2024-01-15		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1.20	0.9666191705246718	82	589	0	good	good	good	good	good		False	[2023.8342465753424:2023.9136986301369]
PP093726	PP093726.1	MPXV/Germany/2023/ON/RKI1073	2023-12-XX	Europe	Germany			Homo sapiens	2024-01-15		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	C.1	0.9668879209366712	29	602	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
PP093727	PP093727.1	MPXV/Germany/2023/ON/RKI1074	2023-12-XX	Europe	Germany			Homo sapiens	2024-01-15		Brinkmann et al.	Brinkmann,A.,Kohl,C.,Schrick,L.,Michel,J.,Schaade,L.,Nitsche,A.	Robert Koch Institute, Centre for Biological Threats, Highly Pathogenic Viruses	IIb	hMPXV-1	B.1	0.9661120942756162	178	585	0	good	good	good	good	good		False	[2023.9164383561645:2023.9986301369863]
